product_id,sku,name,category,description,currency,unit_price,stock_availability,unit_of_measure,status,created_at,updated_at
SWP-79574108,SW-ELECTRICAL-HEAD-PROTECTI-81272-648,CATU Arc Flash helmet with integrated face shield and neck protection for electrician,Electrical Head Protection,Safetyware catalog item from category 'Electrical Head Protection'. Source: https://safetyware.com/product/arc-flash-helmet/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,103.10,426,unit,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-38239836,SW-ELECTRICAL-INSULATION-GL-55027-960,SAFETYWARE EVPro™ VLT-C00 Class 00 Electrical Rubber Insulating Gloves,Electrical Insulation Gloves,Safetyware catalog item from category 'Electrical Insulation Gloves'. Source: https://safetyware.com/product/safetyware-vltc00-rubber-dielectric-glove-come-class-00/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,28.11,83,pair,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-43136058,SW-ELECTRICAL-INSULATION-GL-55023-243,SAFETYWARE LinePro™ VLT-C0 Class 0 Electrical Rubber Insulating Gloves,Electrical Insulation Gloves,Safetyware catalog item from category 'Electrical Insulation Gloves'. Source: https://safetyware.com/product/safetyware-linepro-vlt-c0-class-0-electrical-rubber-insulating-gloves/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,8.54,423,pair,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-92920155,SW-ELECTRICAL-INSULATION-GL-27491-451,SAFETYWARE LinePro™ VLT-C1 Class 1 Electrical Rubber Insulating Gloves,Electrical Insulation Gloves,Safetyware catalog item from category 'Electrical Insulation Gloves'. Source: https://safetyware.com/product/safetyware-linepro-vlt-c1-class-1-electrical-rubber-insulating-gloves/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,41.35,98,pair,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-52535945,SW-ELECTRICAL-INSULATION-GL-27503-929,SAFETYWARE LinePro™ VLT-C2 Class 2 Electrical Rubber Insulating Gloves,Electrical Insulation Gloves,Safetyware catalog item from category 'Electrical Insulation Gloves'. Source: https://safetyware.com/product/safetyware-linepro-vlt-c2-class-2-electrical-rubber-insulating-gloves/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,19.50,31,pair,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-71599559,SW-ELECTRICAL-INSULATION-GL-27516-474,SAFETYWARE LinePro™ VLT-C3 Class 3 Electrical Rubber Insulating Gloves,Electrical Insulation Gloves,Safetyware catalog item from category 'Electrical Insulation Gloves'. Source: https://safetyware.com/product/safetyware-linepro-vlt-c3-class-3-electrical-rubber-insulating-gloves/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,44.25,249,pair,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-71450272,SW-ELECTRICAL-INSULATION-GL-27523-980,SAFETYWARE LinePro™ VLT-C4 Class 4 Electrical Rubber Insulating Gloves,Electrical Insulation Gloves,Safetyware catalog item from category 'Electrical Insulation Gloves'. Source: https://safetyware.com/product/safetyware-linepro-vlt-c4-class-4-electrical-rubber-insulating-gloves/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,13.79,118,pair,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-21603649,SW-ELECTRICAL-INSULATION-GL-46206-189,VOLTGARD VLP-110 Low-Voltage Goatskin 10″ Leather Protector Gloves,Electrical Insulation Gloves,Safetyware catalog item from category 'Electrical Insulation Gloves'. Source: https://safetyware.com/product/voltgard-low-voltage-goatskin-10-leather-protector-gloves/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,29.34,385,pair,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-43575531,SW-ELECTRICAL-INSULATION-GL-45913-960,VOLTGARD VLP-311 High-voltage Cowhide 11″ Leather Protector Gloves,Electrical Insulation Gloves,Safetyware catalog item from category 'Electrical Insulation Gloves'. Source: https://safetyware.com/product/voltgard-vlp312-high-voltage-cowhide-12%e2%80%b3-leather-protector-gloves/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,31.94,484,pair,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-73376719,SW-ELECTRICAL-LOCKOUT-13822-333,SAFETYWARE Miniature Circuit Breaker Lockout,Electrical Lockout,Safetyware catalog item from category 'Electrical Lockout'. Source: https://safetyware.com/product/safetyware-miniature/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,2847.32,21,unit,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-51478144,SW-ELECTRICAL-LOCKOUT-30618-756,SAFETYWARE 480v – 600v Breaker Lockout,Electrical Lockout,Safetyware catalog item from category 'Electrical Lockout'. Source: https://safetyware.com/product/safetyware-480v-600v-breaker-lockout/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,3070.66,382,unit,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-68058963,SW-ELECTRICAL-LOCKOUT-41517-706,SAFETYWARE Bidirectional Mediun Circuit Breaker Lockout,Electrical Lockout,Safetyware catalog item from category 'Electrical Lockout'. Source: https://safetyware.com/product/safetyware-bidirectional-mediun-circuit-breaker-lockout/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,1786.13,429,unit,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-40790730,SW-ELECTRICAL-LOCKOUT-24913-139,SAFETYWARE Circuit Breaker Lockout,Electrical Lockout,Safetyware catalog item from category 'Electrical Lockout'. Source: https://safetyware.com/product/safetyware-circuit-breaker-lockout/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,2583.95,121,unit,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-96487564,SW-ELECTRICAL-LOCKOUT-14437-923,SAFETYWARE Clamp-On Breaker Lockout,Electrical Lockout,Safetyware catalog item from category 'Electrical Lockout'. Source: https://safetyware.com/product/safetyware-clamp-on-breaker-lockout/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,1127.22,242,unit,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-61923296,SW-ELECTRICAL-LOCKOUT-52831-140,SAFETYWARE Double Socket Cover,Electrical Lockout,Safetyware catalog item from category 'Electrical Lockout'. Source: https://safetyware.com/product/safetyware-double-socket-cover/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,1642.90,160,pair,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-49202687,SW-ELECTRICAL-LOCKOUT-41515-459,SAFETYWARE Electrical /Pneumatic Plug Lockout,Electrical Lockout,Safetyware catalog item from category 'Electrical Lockout'. Source: https://safetyware.com/product/safetyware-electrical-pneumatic-plug-lockout/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,2965.20,298,unit,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-89743587,SW-ELECTRICAL-LOCKOUT-32700-398,SAFETYWARE Electrical Hole Lockout,Electrical Lockout,Safetyware catalog item from category 'Electrical Lockout'. Source: https://safetyware.com/product/safetyware-electrical-hole-lockout-3/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,1110.67,364,unit,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-25456264,SW-ELECTRICAL-LOCKOUT-22925-822,SAFETYWARE Electrical Hole Lockout,Electrical Lockout,Safetyware catalog item from category 'Electrical Lockout'. Source: https://safetyware.com/product/safetyware-electrical-hole-lockout/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,420.17,21,unit,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-73476760,SW-ELECTRICAL-LOCKOUT-32703-470,SAFETYWARE Electrical Hole Lockout,Electrical Lockout,Safetyware catalog item from category 'Electrical Lockout'. Source: https://safetyware.com/product/safetyware-electrical-hole-lockout-5/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,2005.84,435,unit,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-37540192,SW-ELECTRICAL-LOTO-81805-466,CATU KIT-CONSI-01D Lockout kit for circuit breakers,Electrical Loto,Safetyware catalog item from category 'Electrical Loto'. Source: https://safetyware.com/product/catu-kit-consi-01d-lockout-kit-for-circuit-breakers/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,960.85,268,unit,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-98830418,SW-ELECTRICAL-LOTO-81810-830,CATU KIT-CONSI-01E Electric Lockout Kit,Electrical Loto,Safetyware catalog item from category 'Electrical Loto'. Source: https://safetyware.com/product/catu-kit-consi-01e-electric-lockout-kit/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,1428.57,269,unit,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-28402780,SW-ELECTRICAL-LOTO-81789-635,CATU SL-101 LoTo Cabinet with Shelves,Electrical Loto,Safetyware catalog item from category 'Electrical Loto'. Source: https://safetyware.com/product/catu-sl-101-loto-cabinet-with-shelves/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,304.55,110,unit,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-57772897,SW-ELECTRICAL-LOTO-81799-272,CATU SL-102 Padlock cabinet for 42 padlocks,Electrical Loto,Safetyware catalog item from category 'Electrical Loto'. Source: https://safetyware.com/product/catu-sl-102-padlock-cabinet-for-42-padlocks/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,1319.87,386,pair,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-95892844,SW-ELECTRICAL-LOTO-81786-826,CATU SL-103-04-01-Y LoTo Station,Electrical Loto,Safetyware catalog item from category 'Electrical Loto'. Source: https://safetyware.com/product/catu-sl-103-04-01-y-loto-station/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,1669.96,208,unit,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-66507708,SW-ELECTRICAL-LOTO-81802-560,CATU SL-106 Group lock box,Electrical Loto,Safetyware catalog item from category 'Electrical Loto'. Source: https://safetyware.com/product/catu-sl-106-group-lock-box/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,710.64,492,unit,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-46033697,SW-EMERGENCY-ESCAPE-BREATHI-2447-283,SAFETYWARE Emergency Escape Breathing Devices (EEBD),Emergency Escape Breathing Device Hood Eebd,Safetyware catalog item from category 'Emergency Escape Breathing Device Hood Eebd'. Source: https://safetyware.com/product/safetyware-eebd-15-minutes/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,95.75,70,unit,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-94319177,SW-EMERGENCY-ESCAPE-BREATHI-2446-422,SUNDSTROM SR 77-3 Escape Hood,Emergency Escape Breathing Device Hood Eebd,Safetyware catalog item from category 'Emergency Escape Breathing Device Hood Eebd'. Source: https://safetyware.com/product/sundstrom-sr-77-3-escape-hood/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,92.04,334,unit,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-43792809,SW-EMERGENCY-SIGNS-68530-857,QUICKSIGN Emergency Escape Sign – EES001 Arrow Up,Emergency Signs,Safetyware catalog item from category 'Emergency Signs'. Source: https://safetyware.com/product/quicksign-emergency-escape-sign-ees001-arrow-up/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,36.25,203,pack,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-44572190,SW-EMERGENCY-SIGNS-68555-519,QUICKSIGN Emergency Escape Sign – EES002 Arrow Down,Emergency Signs,Safetyware catalog item from category 'Emergency Signs'. Source: https://safetyware.com/product/quicksign-emergency-escape-sign-ees002-arrow-down/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,41.67,23,pack,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-77992497,SW-EMERGENCY-SIGNS-68560-495,QUICKSIGN Emergency Escape Sign – EES003 Arrow Left,Emergency Signs,Safetyware catalog item from category 'Emergency Signs'. Source: https://safetyware.com/product/quicksign-emergency-escape-sign-ees003-arrow-left/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,14.76,339,pack,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-55102739,SW-EMERGENCY-SIGNS-68566-639,QUICKSIGN Emergency Escape Sign – EES004 Arrow Right,Emergency Signs,Safetyware catalog item from category 'Emergency Signs'. Source: https://safetyware.com/product/quicksign-emergency-escape-sign-ees004-arrow-right/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,30.92,479,pack,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-83278364,SW-EMERGENCY-SIGNS-68590-498,QUICKSIGN Emergency Escape Sign – EES005 Arrow Up Left,Emergency Signs,Safetyware catalog item from category 'Emergency Signs'. Source: https://safetyware.com/product/quicksign-emergency-escape-sign-ees005-arrow-up-left/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,32.59,70,pack,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-48985883,SW-EMERGENCY-SIGNS-68603-686,QUICKSIGN Emergency Escape Sign – EES006 Arrow Up Right,Emergency Signs,Safetyware catalog item from category 'Emergency Signs'. Source: https://safetyware.com/product/quicksign-emergency-escape-sign-ees006-arrow-up-right/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,18.58,65,pack,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-14005950,SW-EMERGENCY-SIGNS-68609-898,QUICKSIGN Emergency Escape Sign – EES007 Arrow Down Left,Emergency Signs,Safetyware catalog item from category 'Emergency Signs'. Source: https://safetyware.com/product/quicksign-emergency-escape-sign-ees007-arrow-down-left/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,46.07,100,pack,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-89140482,SW-EMERGENCY-SIGNS-68614-980,QUICKSIGN Emergency Escape Sign – EES008 Arrow Down Right,Emergency Signs,Safetyware catalog item from category 'Emergency Signs'. Source: https://safetyware.com/product/quicksign-emergency-escape-sign-ees008-arrow-down-right/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,43.85,347,pack,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-27234817,SW-EMERGENCY-SIGNS-68626-820,QUICKSIGN Emergency Escape Sign – EES009 Use Stairs in the Event of a Fire (Down Left),Emergency Signs,Safetyware catalog item from category 'Emergency Signs'. Source: https://safetyware.com/product/quicksign-emergency-escape-sign-ees009-use-stairs-in-the-event-of-a-fire-down/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,53.06,241,pack,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-49876995,SW-EMERGENCY-SIGNS-68633-111,QUICKSIGN Emergency Escape Sign – EES010 Use Stairs in the Event of a Fire (Down Right),Emergency Signs,Safetyware catalog item from category 'Emergency Signs'. Source: https://safetyware.com/product/quicksign-emergency-escape-sign-ees010-use-stairs-in-the-event-of-a-fire/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,38.41,300,pack,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-35599205,SW-EMERGENCY-RESCUE-KITS-17619-488,Disaster Rescue Kit,Emergency Rescue Kits,Safetyware catalog item from category 'Emergency Rescue Kits'. Source: https://safetyware.com/product/disaster-rescue-kit/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,160.11,358,unit,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-73082835,SW-EMERGENCY-RESCUE-KITS-17635-345,Emergency Rescue Kit,Emergency Rescue Kits,Safetyware catalog item from category 'Emergency Rescue Kits'. Source: https://safetyware.com/product/emergency-rescue-kit/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,311.20,64,unit,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-74667479,SW-EMERGENCY-RESCUE-KITS-17692-406,Mini Rescue Kit,Emergency Rescue Kits,Safetyware catalog item from category 'Emergency Rescue Kits'. Source: https://safetyware.com/product/mini-rescue-kit/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,577.52,397,unit,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-74411279,SW-EMERGENCY-RESCUE-KITS-17708-130,Public Services Vehicles Equipment,Emergency Rescue Kits,Safetyware catalog item from category 'Emergency Rescue Kits'. Source: https://safetyware.com/product/public-services-vehicles-equipment/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,566.43,440,unit,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-88741879,SW-EMERGENCY-RESCUE-KITS-17719-175,Rescue Roll Pack,Emergency Rescue Kits,Safetyware catalog item from category 'Emergency Rescue Kits'. Source: https://safetyware.com/product/rescue-roll-pack/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,636.98,131,unit,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-32870767,SW-ENVIRONMENTAL-AND-SUSTAI-18807-101,Management Of Occupational Noise Exposure & Hearing Conservation Program,Environmental And Sustainability Training,Safetyware catalog item from category 'Environmental And Sustainability Training'. Source: https://safetyware.com/product/management-of-occupational-noise-exposure-hearing-conservation-program-training/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,1314.26,94,service,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-44506138,SW-ENVIRONMENTAL-AND-SUSTAI-19744-258,Scheduled Waste Management Training,Environmental And Sustainability Training,Safetyware catalog item from category 'Environmental And Sustainability Training'. Source: https://safetyware.com/product/scheduled-waste-management-training/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,1252.65,480,service,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-57195087,SW-ENVIRONMENTAL-ASSESSMENT-28854-210,Audiometry Assessment,Environmental Assessments,Safetyware catalog item from category 'Environmental Assessments'. Source: https://safetyware.com/product/audiometry-assessment/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,318.00,95,service,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-83254064,SW-ENVIRONMENTAL-ASSESSMENT-28740-319,CHRA (Chemical Health Risk Assessment) Assessment,Environmental Assessments,Safetyware catalog item from category 'Environmental Assessments'. Source: https://safetyware.com/product/chemical-health-risk-assessment-chra/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,1436.21,178,service,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-68701641,SW-ENVIRONMENTAL-ASSESSMENT-31021-815,LEV (Local Exhaust Ventilation) System Assessment,Environmental Assessments,Safetyware catalog item from category 'Environmental Assessments'. Source: https://safetyware.com/product/lev-local-exhaust-ventilation-system-assessment/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,906.78,98,service,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-31434710,SW-ESD-SAFETY-SHOES-6311-992,RHINO SHOE PU Series FlexiGuard IV102KP Low-Cut Slip On White Safety Shoes,Esd Safety Shoes,Safetyware catalog item from category 'Esd Safety Shoes'. Source: https://safetyware.com/product/rhino-shoe-pu-series-flexiguard-iv102kp-low-cut-slip-on-white-safety-shoes/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,95.67,80,pair,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-39329545,SW-ESD-SAFETY-SHOES-4173-909,RHINO SHOE PU Series FlexiGuard ES101KP Low-Cut with Lace Safety Shoes,Esd Safety Shoes,Safetyware catalog item from category 'Esd Safety Shoes'. Source: https://safetyware.com/product/rhino-shoe-pu-series-flexiguard-es101kp-low-cut-with-lace-safety-shoes/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,187.30,15,pair,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-12171754,SW-ESD-SAFETY-SHOES-5325-634,RHINO SHOE PU Series FlexiGuard ES102KP Low-Cut Slip-On ESD Safety Shoes,Esd Safety Shoes,Safetyware catalog item from category 'Esd Safety Shoes'. Source: https://safetyware.com/product/rhino-shoe-pu-series-flexiguard-es102kp-low-cut-slip-on-safety-shoes/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,241.02,285,pair,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-82758008,SW-ESD-SAFETY-SHOES-4164-678,RHINO SHOE PU Series PrimeGuard CH101KP Low-Cut with Lace Safety Shoes,Esd Safety Shoes,Safetyware catalog item from category 'Esd Safety Shoes'. Source: https://safetyware.com/product/rhino-shoe-pu-series-primeguard-ch101kp-low-cut-with-lace-safety-shoes/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,117.80,450,pair,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-98824516,SW-ESD-SAFETY-SHOES-4167-935,RHINO SHOE PU Series PrimeGuard CH111KP Low-Cut with Lace Safety Shoes,Esd Safety Shoes,Safetyware catalog item from category 'Esd Safety Shoes'. Source: https://safetyware.com/product/rhino-shoe-pu-series-primeguard-ch111kp-low-cut-with-lace-safety-shoes/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,110.67,276,pair,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-32296546,SW-ESD-SAFETY-SHOES-4169-639,RHINO SHOE PU Series PrimeGuard CH211KP Mid-Cut with Lace Safety Shoes,Esd Safety Shoes,Safetyware catalog item from category 'Esd Safety Shoes'. Source: https://safetyware.com/product/rhino-shoe-pu-series-primeguard-ch211kp-mid-cut-with-lace-safety-shoes/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,197.53,248,pair,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-22864237,SW-ESD-SAFETY-SHOES-4171-581,RHINO SHOE PU Series PrimeGuard CH302KP High-Cut Pull-Up Safety Shoes,Esd Safety Shoes,Safetyware catalog item from category 'Esd Safety Shoes'. Source: https://safetyware.com/product/rhino-shoe-pu-series-primeguard-ch302kp-high-cut-pull-up-safety-shoes/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,236.08,494,pair,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-49865477,SW-ESD-SAFETY-SHOES-8125-356,RHINO SHOE IV102SP Ivory Safety Shoes,Esd Safety Shoes,Safetyware catalog item from category 'Esd Safety Shoes'. Source: https://safetyware.com/product/rhino-shoe-iv102sp-ivory-safety-shoes/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,256.28,169,pair,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-48241007,SW-EYE-WASH-AND-EYE-FACE-WA-16663-251,SAFETYWARE ESE3000FSS Stainless Steel Floor Mounted Emergency Eyewash (Without Foot Pedal),Eye Wash And Eye Face Wash,Safetyware catalog item from category 'Eye Wash And Eye Face Wash'. Source: https://safetyware.com/product/safetyware-ese3000fss-full-stainless-steel-floor-mounted-emergency-eyewash/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,86.48,175,unit,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-22990571,SW-EYE-WASH-AND-EYE-FACE-WA-16679-328,SAFETYWARE ESE3001FSS Stainless Steel Floor Mounted Emergency Eyewash (With Foot Pedal),Eye Wash And Eye Face Wash,Safetyware catalog item from category 'Eye Wash And Eye Face Wash'. Source: https://safetyware.com/product/safetyware-ese3001fss-full-stainless-steel-floor-mounted-emergency-eyewash/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,325.85,314,unit,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-23012582,SW-EYE-WASH-AND-EYE-FACE-WA-16811-684,SAFETYWARE ESE5000FSS Full Stainless Steel Wall Mounted Emergency Eyewash,Eye Wash And Eye Face Wash,Safetyware catalog item from category 'Eye Wash And Eye Face Wash'. Source: https://safetyware.com/product/safetyware-ese5000fss-full-stainless-steel-wall-mounted-emergency-eyewash/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,261.49,425,unit,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-14940539,SW-EYE-WASH-AND-EYE-FACE-WA-18549-400,SAFETYWARE ESE6000SS Decked Mounted Pull Out Eye Washer (1 spray head),Eye Wash And Eye Face Wash,Safetyware catalog item from category 'Eye Wash And Eye Face Wash'. Source: https://safetyware.com/product/safetyware-ese6000fss-decked-mounted-pull-out-eye-washer/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,65.44,70,unit,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-15277296,SW-EYE-WASH-AND-EYE-FACE-WA-18571-594,SAFETYWARE ESE6001SS Decked Mounted Pull Out Eye Washer (2 spray heads),Eye Wash And Eye Face Wash,Safetyware catalog item from category 'Eye Wash And Eye Face Wash'. Source: https://safetyware.com/product/safetyware-ese6001ss-decked-mounted-pull-out-eye-washer-2-spray-heads/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,182.23,18,unit,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
SWP-59617150,SW-EYE-WASH-AND-EYE-FACE-WA-18573-505,SAFETYWARE ESE7000 Faucet-Mounted Eye Washer,Eye Wash And Eye Face Wash,Safetyware catalog item from category 'Eye Wash And Eye Face Wash'. Source: https://safetyware.com/product/safetyware-ese7000-faucet-mounted-eye-washer/. Public catalog price was unavailable; unit_price is an estimated average for similar products in this category.,RM,325.94,219,unit,active,2026-06-15T13:25:21.657742+00:00,2026-06-15T13:25:21.657742+00:00
